ID,category,page,word,variant,cohort,gender,location,location_code,uid,audio
1270,17,304,"zwei Männer, Frauen, Kinder",zwei zwei zwei±,jung,M,Fischingen TG,TG03,AWMO,"304_zwei Männer, Frauen, Kinder_zwei zwei zwei±_jung_M_Fischingen_TG03_AWMO.wav"
1271,4,62,begiessen,Wasser gää,jung,M,Bettlach SO,SO01,CLER,062_begiessen_Wasser gää_jung_M_Bettlach_SO01_CLER.wav
1272,4,80,Kochschürze,Schü(ü)be,alt,W,Oberägeri ZG,ZG01,VBQG,080_Kochschürze_Schü(ü)be_alt_W_Oberägeri_ZG01_VBQG.wav
1273,0,362,Vergleichstext,Lesesprache,jung,W,Teufen AR,AR02,QVTY,362_Vergleichstext_Lesesprache_jung_W_Teufen_AR02_QVTY.wav
1274,0,362,Vergleichstext,Lesesprache,alt,W,Grabs SG,SG05,FAPZ,362_Vergleichstext_Lesesprache_alt_W_Grabs_SG05_FAPZ.wav
1275,5,90,Kartoffel,Häppera,alt,W,Düdingen FR,FR01,LOHZ,090_Kartoffel_Häppera_alt_W_Düdingen_FR01_LOHZ.wav
1276,13,270,bekommen,i überchume,alt,W,Thun BE,BE23,DJVZ,270_bekommen_i überchume_alt_W_Thun_BE23_DJVZ.wav
1277,6,110,Quetschfleck,Quetschig,jung,M,Jaun FR,FR04,DGSC,110_Quetschfleck_Quetschig_jung_M_Jaun_FR04_DGSC.wav
1278,5,96,Brotanschnitt,Putti,jung,W,Salgesch VS,VS06,HFCS,096_Brotanschnitt_Putti_jung_W_Salgesch_VS06_HFCS.wav
1279,9,166,Käse,ää,jung,M,Langenthal BE,BE14,BNOO,166_Käse_ää_jung_M_Langenthal_BE14_BNOO.wav
1280,5,82,Überrest eines Apfels,Gige(r)tschi,alt,W,Oensingen SO,SO02,ABMX,082_Überrest eines Apfels_Gige(r)tschi_alt_W_Oensingen_SO02_ABMX.wav
1281,4,72,schaukeln,ritigampfe,jung,M,Münchenbuchsee BE,BE18,SQAT,072_schaukeln_ritigampfe_jung_M_Münchenbuchsee_BE18_SQAT.wav
1282,4,72,schaukeln,wäägge,alt,M,Vals GR,GR09,MHUD,072_schaukeln_wäägge_alt_M_Vals_GR09_MHUD.wav
1283,2,42,herauf,embrüe(c)he(r)±,alt,W,Zermatt VS,VS11,IJMG,042_herauf_embrüe(c)he(r)±_alt_W_Zermatt_VS11_IJMG.wav
1284,10,224,Himmel (l-Vokalisierung),Himu,alt,W,Huttwil BE,BE11,HWOL,224_Himmel (l-Vokalisierung)_Himu_alt_W_Huttwil_BE11_HWOL.wav
1284,10,224,Himmel (l-Vokalisierung),Himu,alt,W,Huttwil BE,BE11,HWOL,224_Himmel (l-Vokalisierung)_Himu_alt_W_Huttwil_BE11_HWOL.wav
1285,5,100,Bonbon,Bombom±,jung,M,Teufen AR,AR02,RCWY,100_Bonbon_Bombom±_jung_M_Teufen_AR02_RCWY.wav
1286,13,268,gebracht,praacht,jung,W,Grindelwald BE,BE10,QKEJ,268_gebracht_praacht_jung_W_Grindelwald_BE10_QKEJ.wav
1287,9,180,bauen,ou,jung,M,Bremgarten + Widen + Zufikon AG,AG02,ELAJ,180_bauen_ou_jung_M_Bremgarten + Widen + Zufikon_AG02_ELAJ.wav
1288,0,362,Vergleichstext,Lesesprache,jung,W,Thun BE,BE23,EVCN,362_Vergleichstext_Lesesprache_jung_W_Thun_BE23_EVCN.wav
1289,5,86,Rande,Rande,jung,M,Zürich ZH,ZH07,FNVT,086_Rande_Rande_jung_M_Zürich_ZH07_FNVT.wav
1290,9,190,Frauen,ou,alt,W,Sumiswald BE,BE22,KZCC,190_Frauen_ou_alt_W_Sumiswald_BE22_KZCC.wav
1291,9,198,Füsse,üe,jung,W,Spreitenbach AG,AG09,KPHL,198_Füsse_üe_jung_W_Spreitenbach_AG09_KPHL.wav
1292,2,42,hinauf,ui,alt,M,Grabs SG,SG05,COOG,042_hinauf_ui_alt_M_Grabs_SG05_COOG.wav
1293,4,80,Kochschürze,Fürtüechli,jung,M,Jaun FR,FR04,QOST,080_Kochschürze_Fürtüechli_jung_M_Jaun_FR04_QOST.wav
1294,5,82,Überrest eines Apfels,Bitschgi,jung,M,Vättis SG,SG11,BHBK,082_Überrest eines Apfels_Bitschgi_jung_M_Vättis_SG11_BHBK.wav
1295,13,266,"tragen, getragen","traage, treit",alt,M,Aarberg BE,BE01,IOCC,"266_tragen, getragen_traage, treit_alt_M_Aarberg_BE01_IOCC.wav"
1296,13,258,du kommst,-scht,jung,W,Schiers GR,GR06,BYRX,258_du kommst_-scht_jung_W_Schiers_GR06_BYRX.wav
1297,0,362,Vergleichstext,Lesesprache,alt,M,Vals GR,GR09,MHUD,362_Vergleichstext_Lesesprache_alt_M_Vals_GR09_MHUD.wav
1298,3,50,Pferd,Reschi,jung,W,St. Niklaus VS,VS08,MSOH,050_Pferd_Reschi_jung_W_St. Niklaus_VS08_MSOH.wav
1299,0,362,Vergleichstext,Lesesprache,jung,W,Bauma + Saland ZH,ZH01,CLIB,362_Vergleichstext_Lesesprache_jung_W_Bauma + Saland_ZH01_CLIB.wav
1300,14,274,Tanne Plural,Tanna Tanni,jung,M,Grindelwald BE,BE10,FQAF,274_Tanne Plural_Tanna Tanni_jung_M_Grindelwald_BE10_FQAF.wav
1301,4,68,Regenschirm,Schirm,alt,M,Bauma + Saland ZH,ZH01,KOQB,068_Regenschirm_Schirm_alt_M_Bauma + Saland_ZH01_KOQB.wav
1302,2,30,nichts,nütz,jung,W,Appenzell AI,AI01,TRDS,030_nichts_nütz_jung_W_Appenzell_AI01_TRDS.wav
1303,6,118,urinieren,brunze,jung,W,Ernen VS,VS02,JVOT,118_urinieren_brunze_jung_W_Ernen_VS02_JVOT.wav
1304,13,256,ich komme,chumä,jung,W,Linthal-Auen GL,GL01,MJKM,256_ich komme_chumä_jung_W_Linthal-Auen_GL01_MJKM.wav
1305,14,284,Hündchen,Hundschi,alt,W,Brig + Ried VS,VS03,ZVDJ,284_Hündchen_Hundschi_alt_W_Brig + Ried_VS03_ZVDJ.wav
1306,6,116,Schnupfen,Schnudernase,alt,W,Davos-Frauenkirch GR,GR03,NDWO,116_Schnupfen_Schnudernase_alt_W_Davos-Frauenkirch_GR03_NDWO.wav
1307,17,304,"zwei Männer, Frauen, Kinder",zwee zwoo zwei±,jung,W,Meiringen BE,BE17,SNDV,"304_zwei Männer, Frauen, Kinder_zwee zwoo zwei±_jung_W_Meiringen_BE17_SNDV.wav"
1308,6,110,Quetschfleck,Blaumo(o)se±,jung,M,Muotathal SZ,SZ03,FJJI,110_Quetschfleck_Blaumo(o)se±_jung_M_Muotathal_SZ03_FJJI.wav
1309,0,362,Vergleichstext,Lesesprache,alt,W,Thun BE,BE23,DJVZ,362_Vergleichstext_Lesesprache_alt_W_Thun_BE23_DJVZ.wav
1310,13,268,gebracht,proocht,alt,W,Oensingen SO,SO02,ABMX,268_gebracht_proocht_alt_W_Oensingen_SO02_ABMX.wav
1311,13,264,sein (Plural),si(n) sit sint,jung,W,Visp VS,VS10,CICD,264_sein (Plural)_si(n) sit sint_jung_W_Visp_VS10_CICD.wav
1312,6,112,Dutt,Dutt,jung,M,Wil SG,SG12,NZQW,112_Dutt_Dutt_jung_M_Wil_SG12_NZQW.wav
1313,17,310,Migros,das,jung,W,Bern BE,BE03,TPVA,310_Migros_das_jung_W_Bern_BE03_TPVA.wav
1314,9,178,schneien,èi,jung,M,Luzern LU,LU02,FNUF,178_schneien_èi_jung_M_Luzern_LU02_FNUF.wav
1315,6,106,Wange,Bäcki,alt,W,Lauterbrunnen BE,BE16,FRFQ,106_Wange_Bäcki_alt_W_Lauterbrunnen_BE16_FRFQ.wav
1316,10,240,trinken,trììche,jung,W,Düdingen FR,FR01,BFKG,240_trinken_trììche_jung_W_Düdingen_FR01_BFKG.wav
1317,3,58,Schmetterling,Poldernu,alt,W,Bosco Gurin TI,TI01,GJCI,058_Schmetterling_Poldernu_alt_W_Bosco Gurin_TI01_GJCI.wav
1318,6,112,Dutt,Dutt,alt,W,Fischingen TG,TG03,FPFX,112_Dutt_Dutt_alt_W_Fischingen_TG03_FPFX.wav
1319,14,284,Hündchen,Hündli,jung,W,Bülach ZH,ZH02,TPTK,284_Hündchen_Hündli_jung_W_Bülach_ZH02_TPTK.wav
1320,2,42,herauf,ueche,jung,M,Konolfingen BE,BE13,CNCW,042_herauf_ueche_jung_M_Konolfingen_BE13_CNCW.wav
1321,10,222,Salz,Sauz,jung,W,Sumiswald BE,BE22,BLZL,222_Salz_Sauz_jung_W_Sumiswald_BE22_BLZL.wav
1322,2,30,nichts,nüüt nüüd,jung,W,Bülach ZH,ZH02,TPTK,030_nichts_nüüt nüüd_jung_W_Bülach_ZH02_TPTK.wav
1323,6,112,Dutt,hochgsteckt,jung,M,Oberägeri ZG,ZG01,PYDG,112_Dutt_hochgsteckt_jung_M_Oberägeri_ZG01_PYDG.wav
1324,9,186,Geiss,ìì,jung,W,Plaffeien FR,FR06,YDQV,186_Geiss_ìì_jung_W_Plaffeien_FR06_YDQV.wav
1325,10,226,sechs,ggsch,alt,M,Visp VS,VS10,NMUE,226_sechs_ggsch_alt_M_Visp_VS10_NMUE.wav
1326,4,76,Schublade,Chaschte,alt,M,Jaun FR,FR04,RSUK,076_Schublade_Chaschte_alt_M_Jaun_FR04_RSUK.wav
1327,20,346,Grussformeln beim Wandern,Hallo,alt,W,St. Niklaus VS,VS08,CGIB,346_Grussformeln beim Wandern_Hallo_alt_W_St. Niklaus_VS08_CGIB.wav
1328,20,340,Grussformeln (mittags),Guete,jung,M,Diepoldsau SG,SG01,SOZJ,340_Grussformeln (mittags)_Guete_jung_M_Diepoldsau_SG01_SOZJ.wav
1329,7,134,flüstern,nüschele,alt,W,Muotathal SZ,SZ03,USUU,134_flüstern_nüschele_alt_W_Muotathal_SZ03_USUU.wav
1330,9,180,bauen,uww,jung,M,St. Niklaus VS,VS08,EUGJ,180_bauen_uww_jung_M_St. Niklaus_VS08_EUGJ.wav
1331,14,280,Postauto Plural,Poschtautos±,jung,M,Gelterkinden BL,BL02,WTEK,280_Postauto Plural_Poschtautos±_jung_M_Gelterkinden_BL02_WTEK.wav
1332,2,42,hinauf,ueche,alt,M,Sumiswald BE,BE22,EYLY,042_hinauf_ueche_alt_M_Sumiswald_BE22_EYLY.wav
1333,9,164,Abend (Endung),-b(e)nt,alt,W,Blatten VS,VS01,YELS,164_Abend (Endung)_-b(e)nt_alt_W_Blatten_VS01_YELS.wav
1334,9,194,vier,ìä,jung,M,Unterschächen UR,UR03,VMXT,194_vier_ìä_jung_M_Unterschächen_UR03_VMXT.wav
1335,3,56,Heuschrecke,Heustraffel±,alt,M,Schmitten GR,GR07,WNIY,056_Heuschrecke_Heustraffel±_alt_M_Schmitten_GR07_WNIY.wav
1336,17,306,"drei Männer, Frauen, Kinder",drei drei dröü,alt,M,Teufen AR,AR02,TQKV,"306_drei Männer, Frauen, Kinder_drei drei dröü_alt_M_Teufen_AR02_TQKV.wav"
1337,13,266,"tragen, getragen","traagn, gitraagn",jung,W,Blatten VS,VS01,GOLW,"266_tragen, getragen_traagn, gitraagn_jung_W_Blatten_VS01_GOLW.wav"
1338,9,166,Käse,ää,alt,M,Langenthal BE,BE14,HUBI,166_Käse_ää_alt_M_Langenthal_BE14_HUBI.wav
1339,7,134,flüstern,liächli im Ohr säge,alt,W,Bosco Gurin TI,TI01,GJCI,134_flüstern_liächli im Ohr säge_alt_W_Bosco Gurin_TI01_GJCI.wav
1340,2,26,schau,lue,jung,W,Büren BE,BE06,APFB,026_schau_lue_jung_W_Büren_BE06_APFB.wav
1341,5,92,Rösti,Bröisi,alt,W,Gränichen AG,AG05,LVXL,092_Rösti_Bröisi_alt_W_Gränichen_AG05_LVXL.wav
1342,6,110,Quetschfleck,Blueterguss±,jung,W,Diepoldsau SG,SG01,INBX,110_Quetschfleck_Blueterguss±_jung_W_Diepoldsau_SG01_INBX.wav
1343,15,296,Die Geissbock ist wild,wild,jung,W,Konolfingen BE,BE13,WCPR,296_Die Geissbock ist wild_wild_jung_W_Konolfingen_BE13_WCPR.wav
1344,0,362,Vergleichstext,Lesesprache,alt,W,Meiringen BE,BE17,XVXT,362_Vergleichstext_Lesesprache_alt_W_Meiringen_BE17_XVXT.wav
1345,9,182,neu,öuw,alt,M,Obersaxen GR,GR05,GFYZ,182_neu_öuw_alt_M_Obersaxen_GR05_GFYZ.wav
1346,10,218,Tanne (Geminate),nn,jung,M,Sumiswald BE,BE22,XYEK,218_Tanne (Geminate)_nn_jung_M_Sumiswald_BE22_XYEK.wav
1347,4,64,Giesskanne,Bschüttchanne,jung,W,Sumiswald BE,BE22,BLZL,064_Giesskanne_Bschüttchanne_jung_W_Sumiswald_BE22_BLZL.wav
1348,13,262,haben (Plural),häi(n) häit häi(n),alt,M,Liestal BL,BL04,NDZV,262_haben (Plural)_häi(n) häit häi(n)_alt_M_Liestal_BL04_NDZV.wav
1349,4,66,Pfütze,Glungge,jung,W,Langnau BE,BE15,LEGF,066_Pfütze_Glungge_jung_W_Langnau_BE15_LEGF.wav
1350,4,66,Pfütze,Glunte,jung,W,Meiringen BE,BE17,SNDV,066_Pfütze_Glunte_jung_W_Meiringen_BE17_SNDV.wav
1351,5,84,Heidelbeere,Hììti,jung,M,Düdingen FR,FR01,YKFP,084_Heidelbeere_Hììti_jung_M_Düdingen_FR01_YKFP.wav
1352,5,98,Butter,Aihu,alt,W,Blatten VS,VS01,YELS,098_Butter_Aihu_alt_W_Blatten_VS01_YELS.wav
1353,0,362,Vergleichstext,Lesesprache,alt,W,Lungern OW,OW02,BCUE,362_Vergleichstext_Lesesprache_alt_W_Lungern_OW02_BCUE.wav
1354,9,168,Schnee,ee,jung,W,Spreitenbach AG,AG09,KPHL,168_Schnee_ee_jung_W_Spreitenbach_AG09_KPHL.wav
1355,10,234,Hund,nd,alt,W,Bremgarten + Widen + Zufikon AG,AG02,WRWX,234_Hund_nd_alt_W_Bremgarten + Widen + Zufikon_AG02_WRWX.wav
1356,7,122,Puppe,Peppi,alt,W,Bosco Gurin TI,TI01,GJCI,122_Puppe_Peppi_alt_W_Bosco Gurin_TI01_GJCI.wav
1357,5,82,Überrest eines Apfels,Gütschi,alt,M,Linthal-Auen GL,GL01,ROMW,082_Überrest eines Apfels_Gütschi_alt_M_Linthal-Auen_GL01_ROMW.wav
1358,0,362,Vergleichstext,Lesesprache,jung,W,Bettlach SO,SO01,DSMR,362_Vergleichstext_Lesesprache_jung_W_Bettlach_SO01_DSMR.wav
1359,9,182,neu,iib,jung,M,Hospental UR,UR02,BDGM,182_neu_iib_jung_M_Hospental_UR02_BDGM.wav
1360,4,62,begiessen,netze,jung,M,Obersaxen GR,GR05,BYRJ,062_begiessen_netze_jung_M_Obersaxen_GR05_BYRJ.wav
1361,7,128,Kuss,Chuss Chüssli,jung,W,Schiers GR,GR06,BYRX,128_Kuss_Chuss Chüssli_jung_W_Schiers_GR06_BYRX.wav
1362,13,262,haben (Plural),häind häind häind,jung,M,Lungern OW,OW02,DOYR,262_haben (Plural)_häind häind häind_jung_M_Lungern_OW02_DOYR.wav
1363,9,164,Abend (Endung),-bu,alt,M,Simplon-Dorf VS,VS07,IXXR,164_Abend (Endung)_-bu_alt_M_Simplon-Dorf_VS07_IXXR.wav
1364,13,262,haben (Plural),hei(n) heit hent,alt,M,Saas-Grund VS,VS05,AMHY,262_haben (Plural)_hei(n) heit hent_alt_M_Saas-Grund_VS05_AMHY.wav
1365,9,188,Augen,oi,jung,M,Blatten VS,VS01,STGG,188_Augen_oi_jung_M_Blatten_VS01_STGG.wav
1366,5,94,Käsekruste,Bödeli±,jung,W,Rafz ZH,ZH05,SHDQ,094_Käsekruste_Bödeli±_jung_W_Rafz_ZH05_SHDQ.wav
1367,14,288,Spitznamen,das Luki,jung,W,Simplon-Dorf VS,VS07,CLBF,288_Spitznamen_das Luki_jung_W_Simplon-Dorf_VS07_CLBF.wav
1368,6,108,Sommersprossen,Merzeschiss,jung,M,Mels SG,SG06,ASHR,108_Sommersprossen_Merzeschiss_jung_M_Mels_SG06_ASHR.wav
1369,5,98,Butter,Schma(a)lz,jung,W,Schiers GR,GR06,BYRX,098_Butter_Schma(a)lz_jung_W_Schiers_GR06_BYRX.wav
1370,4,80,Kochschürze,Vorschooss±,jung,M,Blatten VS,VS01,STGG,080_Kochschürze_Vorschooss±_jung_M_Blatten_VS01_STGG.wav
1371,6,118,urinieren,bisle,alt,W,Münchenbuchsee BE,BE18,CYKL,118_urinieren_bisle_alt_W_Münchenbuchsee_BE18_CYKL.wav
1372,20,338,Grussformeln (morgens),Guet(e) Tag,alt,W,Gelterkinden BL,BL02,KFQY,338_Grussformeln (morgens)_Guet(e) Tag_alt_W_Gelterkinden_BL02_KFQY.wav
1373,16,302,meine Cousine,mi,alt,W,Liestal BL,BL04,ZVMY,302_meine Cousine_mi_alt_W_Liestal_BL04_ZVMY.wav
1374,4,62,begiessen,wässere,jung,M,Olten SO,SO03,DTXP,062_begiessen_wässere_jung_M_Olten_SO03_DTXP.wav
1375,17,310,Migros,das,alt,W,Burgdorf BE,BE07,MIDF,310_Migros_das_alt_W_Burgdorf_BE07_MIDF.wav
1376,13,268,gebracht,prunge,jung,M,Escholzmatt LU,LU01,BNBQ,268_gebracht_prunge_jung_M_Escholzmatt_LU01_BNBQ.wav
1377,2,26,schau,gugg,jung,W,Zweisimmen BE,BE25,NQPL,026_schau_gugg_jung_W_Zweisimmen_BE25_NQPL.wav
1378,7,124,Glasmurmeln,Chrückerli,alt,W,Reigoldswil BL,BL05,FOPS,124_Glasmurmeln_Chrückerli_alt_W_Reigoldswil_BL05_FOPS.wav
1379,4,62,begiessen,bschitte,jung,W,Unterschächen UR,UR03,FIBD,062_begiessen_bschitte_jung_W_Unterschächen_UR03_FIBD.wav
1380,4,66,Pfütze,Glungge,alt,W,Konolfingen BE,BE13,CMSY,066_Pfütze_Glungge_alt_W_Konolfingen_BE13_CMSY.wav
1381,6,116,Schnupfen,Schnuder,alt,M,Saas-Grund VS,VS05,UCAX,116_Schnupfen_Schnuder_alt_M_Saas-Grund_VS05_UCAX.wav
1382,18,324,(der) Patrick,der Patrick,jung,W,Würenlingen AG,AG10,CRWO,324_(der) Patrick_der Patrick_jung_W_Würenlingen_AG10_CRWO.wav
1383,7,138,Taschentuch,(Schnuuz-)Neet(e)li,jung,W,Schiers GR,GR06,BYRX,138_Taschentuch_(Schnuuz-)Neet(e)li_jung_W_Schiers_GR06_BYRX.wav
1384,17,306,"drei Männer, Frauen, Kinder",zwei Formen in anderer Verteilung,alt,W,Rafz ZH,ZH05,IJQQ,"306_drei Männer, Frauen, Kinder_zwei Formen in anderer Verteilung_alt_W_Rafz_ZH05_IJQQ.wav"
1385,0,362,Vergleichstext,Lesesprache,alt,W,Sarnen + Kägiswil OW,OW03,ANTS,362_Vergleichstext_Lesesprache_alt_W_Sarnen + Kägiswil_OW03_ANTS.wav
1386,9,192,heuen,äib,jung,W,Hospental UR,UR02,KRKJ,192_heuen_äib_jung_W_Hospental_UR02_KRKJ.wav
1387,7,130,Ohrfeige,Tätsch,jung,W,St. Niklaus VS,VS08,EUGJ,130_Ohrfeige_Tätsch_jung_W_St. Niklaus_VS08_EUGJ.wav
1388,7,128,Kuss,Muntsch(i),jung,W,Meiringen BE,BE17,SNDV,128_Kuss_Muntsch(i)_jung_W_Meiringen_BE17_SNDV.wav
1389,7,128,Kuss,Müntsi,jung,W,Düdingen FR,FR01,BFKG,128_Kuss_Müntsi_jung_W_Düdingen_FR01_BFKG.wav
1390,9,152,Bett,è,jung,M,Burgdorf BE,BE07,GZMD,152_Bett_è_jung_M_Burgdorf_BE07_GZMD.wav
1391,20,342,Grussformeln (nachmittags),Guet(e) Tag,jung,W,Obersaxen GR,GR05,RAJQ,342_Grussformeln (nachmittags)_Guet(e) Tag_jung_W_Obersaxen_GR05_RAJQ.wav
1392,9,198,Füsse,iè,alt,M,Visp VS,VS10,NMUE,198_Füsse_iè_alt_M_Visp_VS10_NMUE.wav
1393,2,30,nichts,niit niid,jung,W,Meiringen BE,BE17,SNDV,030_nichts_niit niid_jung_W_Meiringen_BE17_SNDV.wav
1394,7,136,plaudern,plaudere±,jung,W,Weinfelden TG,TG06,TIVM,136_plaudern_plaudere±_jung_W_Weinfelden_TG06_TIVM.wav
1395,5,86,Rande,Räätech,alt,M,Konolfingen BE,BE13,XNEG,086_Rande_Räätech_alt_M_Konolfingen_BE13_XNEG.wav
1396,0,362,Vergleichstext,Lesesprache,jung,W,Flawil SG,SG04,BXDO,362_Vergleichstext_Lesesprache_jung_W_Flawil_SG04_BXDO.wav
1397,4,78,Sofa,Kanapee±,jung,W,Linthal-Auen GL,GL01,MJKM,078_Sofa_Kanapee±_jung_W_Linthal-Auen_GL01_MJKM.wav
1398,6,112,Dutt,Gugel±,alt,W,Mels SG,SG06,XNAU,112_Dutt_Gugel±_alt_W_Mels_SG06_XNAU.wav
1399,10,240,trinken,triiche,jung,M,Ernen VS,VS02,SXHP,240_trinken_triiche_jung_M_Ernen_VS02_SXHP.wav
1400,5,82,Überrest eines Apfels,Grübschi,alt,M,Adelboden BE,BE02,BGTK,082_Überrest eines Apfels_Grübschi_alt_M_Adelboden_BE02_BGTK.wav
1401,13,264,sein (Plural),si sind sind,alt,W,Lungern OW,OW02,BCUE,264_sein (Plural)_si sind sind_alt_W_Lungern_OW02_BCUE.wav
1402,6,112,Dutt,Pfürzi,alt,M,Basel BS,BS01,IHIF,112_Dutt_Pfürzi_alt_M_Basel_BS01_IHIF.wav
1403,16,302,meine Cousine,min,alt,W,Bosco Gurin TI,TI01,GJCI,302_meine Cousine_min_alt_W_Bosco Gurin_TI01_GJCI.wav
1404,10,225,Strääl,Strääl,jung,M,Eschenbach SG,SG03,EDLT,225_Strääl_Strääl_jung_M_Eschenbach_SG03_EDLT.wav
1404,10,225,Strääl,Strääl,jung,M,Eschenbach SG,SG03,EDLT,225_Strääl_Strääl_jung_M_Eschenbach_SG03_EDLT.wav
1405,0,362,Vergleichstext,Lesesprache,alt,W,Interlaken Unterseen BE,BE24,OKGR,362_Vergleichstext_Lesesprache_alt_W_Interlaken Unterseen_BE24_OKGR.wav
1406,6,112,Dutt,Huppi,alt,W,Willisau LU,LU06,CWHJ,112_Dutt_Huppi_alt_W_Willisau_LU06_CWHJ.wav
1407,18,322,Mirjams Hut,ar a Mirjam ire Huet,alt,M,Langnau BE,BE15,NFNF,322_Mirjams Hut_ar a Mirjam ire Huet_alt_M_Langnau_BE15_NFNF.wav
1408,13,270,bekommen,ich uberchu,alt,W,Bosco Gurin TI,TI01,GJCI,270_bekommen_ich uberchu_alt_W_Bosco Gurin_TI01_GJCI.wav
1409,3,54,Biene,Bii(j)eli,alt,W,Unterschächen UR,UR03,ZPGU,054_Biene_Bii(j)eli_alt_W_Unterschächen_UR03_ZPGU.wav
1410,2,38,in-zu,uf dr Blattu,alt,W,Blatten VS,VS01,YELS,038_in-zu_uf dr Blattu_alt_W_Blatten_VS01_YELS.wav
1411,15,294,spät,spaat spaat,alt,M,Weinfelden TG,TG06,QNPX,294_spät_spaat spaat_alt_M_Weinfelden_TG06_QNPX.wav
1412,4,60,Löwenzahn,Söiblueme±,jung,M,Willisau LU,LU06,TIXC,060_Löwenzahn_Söiblueme±_jung_M_Willisau_LU06_TIXC.wav
1413,2,34,jemand,eswÄr,jung,W,Schiers GR,GR06,BYRX,034_jemand_eswÄr_jung_W_Schiers_GR06_BYRX.wav
1414,0,362,Vergleichstext,Lesesprache,jung,W,Meiringen BE,BE17,FQWL,362_Vergleichstext_Lesesprache_jung_W_Meiringen_BE17_FQWL.wav
1415,9,194,vier,iä,alt,M,Glarus GL,GL02,CYSF,194_vier_iä_alt_M_Glarus_GL02_CYSF.wav
1416,7,122,Puppe,Baabe±,alt,M,Appenzell AI,AI01,VJUZ,122_Puppe_Baabe±_alt_M_Appenzell_AI01_VJUZ.wav
1417,6,116,Schnupfen,Ubärgang,alt,W,Bosco Gurin TI,TI01,VGXK,116_Schnupfen_Ubärgang_alt_W_Bosco Gurin_TI01_VGXK.wav
1418,13,268,gebracht,gibrungut,alt,M,Saas-Grund VS,VS05,UCAX,268_gebracht_gibrungut_alt_M_Saas-Grund_VS05_UCAX.wav
1419,10,222,Salz,Sauz,alt,W,Sumiswald BE,BE22,BBCP,222_Salz_Sauz_alt_W_Sumiswald_BE22_BBCP.wav
1420,7,132,kneifen,zwigge,jung,M,Basel BS,BS01,XXCT,132_kneifen_zwigge_jung_M_Basel_BS01_XXCT.wav
1421,6,120,Baby,Baby,alt,M,Maur ZH,ZH04,CJRU,120_Baby_Baby_alt_M_Maur_ZH04_CJRU.wav
1422,9,156,Gotte,o,alt,W,Zürich ZH,ZH07,UNOI,156_Gotte_o_alt_W_Zürich_ZH07_UNOI.wav
1423,0,362,Vergleichstext,Lesesprache,alt,W,Reigoldswil BL,BL05,FOPS,362_Vergleichstext_Lesesprache_alt_W_Reigoldswil_BL05_FOPS.wav
1424,0,362,Vergleichstext,Lesesprache,jung,M,Aarau AG,AG01,ISGL,362_Vergleichstext_Lesesprache_jung_M_Aarau_AG01_ISGL.wav
1425,9,178,schneien,ei,alt,M,Marbach LU,LU03,ECVN,178_schneien_ei_alt_M_Marbach_LU03_ECVN.wav
1426,4,62,begiessen,güüsse,alt,M,Maur ZH,ZH04,CJRU,062_begiessen_güüsse_alt_M_Maur_ZH04_CJRU.wav
1427,3,44,Hahn,Güggu,jung,W,Bern BE,BE03,DYND,044_Hahn_Güggu_jung_W_Bern_BE03_DYND.wav
1428,5,96,Brotanschnitt,Muger(li)±,jung,M,Altdorf UR,UR01,AIKP,096_Brotanschnitt_Muger(li)±_jung_M_Altdorf_UR01_AIKP.wav
1429,9,174,Maus,uu,jung,W,Zofingen AG,AG11,XUAK,174_Maus_uu_jung_W_Zofingen_AG11_XUAK.wav
1430,6,112,Dutt,Rugel(i),jung,W,Lungern OW,OW02,QDGV,112_Dutt_Rugel(i)_jung_W_Lungern_OW02_QDGV.wav
1431,0,362,Vergleichstext,Lesesprache,jung,M,Grindelwald BE,BE10,FQAF,362_Vergleichstext_Lesesprache_jung_M_Grindelwald_BE10_FQAF.wav
1432,5,88,Zwiebel,Zübele,alt,M,Jaun FR,FR04,MRDQ,088_Zwiebel_Zübele_alt_M_Jaun_FR04_MRDQ.wav
1433,5,96,Brotanschnitt,Deckel,alt,M,Schwyz SZ,SZ04,KORE,096_Brotanschnitt_Deckel_alt_M_Schwyz_SZ04_KORE.wav
1434,6,116,Schnupfen,Rüüm(m)e,alt,M,Saanen-Gstaad BE,BE20,FRBT,116_Schnupfen_Rüüm(m)e_alt_M_Saanen-Gstaad_BE20_FRBT.wav
1435,2,26,schau,lùg,jung,M,Zofingen AG,AG11,VITE,026_schau_lùg_jung_M_Zofingen_AG11_VITE.wav
1436,13,268,gebracht,gabrunge,alt,W,Schmitten GR,GR07,YLOG,268_gebracht_gabrunge_alt_W_Schmitten_GR07_YLOG.wav
1437,2,34,jemand,jemand,alt,M,Saas-Grund VS,VS05,UCAX,034_jemand_jemand_alt_M_Saas-Grund_VS05_UCAX.wav
1438,3,54,Biene,Bei(j)eli,alt,M,Langnau BE,BE15,NFNF,054_Biene_Bei(j)eli_alt_M_Langnau_BE15_NFNF.wav
1439,15,292,die ganze Nacht,ganz,jung,W,Fischingen TG,TG03,NMCH,292_die ganze Nacht_ganz_jung_W_Fischingen_TG03_NMCH.wav
1440,9,150,Speck,ea,jung,M,Oberriet SG,SG07,RXJS,150_Speck_ea_jung_M_Oberriet_SG07_RXJS.wav
1441,9,196,Bruder,ua,jung,W,Churwalden GR,GR02,LAKO,196_Bruder_ua_jung_W_Churwalden_GR02_LAKO.wav
